Generated by http://statistics.gov.scot,2022-08-01T11:46:37+00:00,
http://statistics.gov.scot/id/statistical-geography/S01007293,Oban South - 05,6
http://statistics.gov.scot/id/statistical-geography/S01007294,Oban South - 06,12
http://statistics.gov.scot/id/statistical-geography/S01007295,Oban South - 07,20
http://statistics.gov.scot/id/statistical-geography/S01007296,Oban South - 08,19
http://statistics.gov.scot/id/statistical-geography/S01006671,Old Aberdeen - 01,5
http://statistics.gov.scot/id/statistical-geography/S01006672,Old Aberdeen - 02,20
http://statistics.gov.scot/id/statistical-geography/S01006673,Old Aberdeen - 03,16
http://statistics.gov.scot/id/statistical-geography/S01006674,Old Aberdeen - 04,13
http://statistics.gov.scot/id/statistical-geography/S01010147,Old Shettleston and Parkhead North - 01,20
http://statistics.gov.scot/id/statistical-geography/S01010148,Old Shettleston and Parkhead North - 02,15
http://statistics.gov.scot/id/statistical-geography/S01010149,Old Shettleston and Parkhead North - 03,10
http://statistics.gov.scot/id/statistical-geography/S01010150,Old Shettleston and Parkhead North - 04,14
http://statistics.gov.scot/id/statistical-geography/S01010151,Old Shettleston and Parkhead North - 05,18
http://statistics.gov.scot/id/statistical-geography/S01008674,"Old Town, Princes Street and Leith Street - 01",17
http://statistics.gov.scot/id/statistical-geography/S01008675,"Old Town, Princes Street and Leith Street - 02",13
http://statistics.gov.scot/id/statistical-geography/S01008676,"Old Town, Princes Street and Leith Street - 03",12
http://statistics.gov.scot/id/statistical-geography/S01008677,"Old Town, Princes Street and Leith Street - 04",11
http://statistics.gov.scot/id/statistical-geography/S01008678,"Old Town, Princes Street and Leith Street - 05",15
http://statistics.gov.scot/id/statistical-geography/S01008679,"Old Town, Princes Street and Leith Street - 06",14
http://statistics.gov.scot/id/statistical-geography/S01006768,Oldmachar East - 01,12
http://statistics.gov.scot/id/statistical-geography/S01006769,Oldmachar East - 02,7
http://statistics.gov.scot/id/statistical-geography/S01006770,Oldmachar East - 03,10
http://statistics.gov.scot/id/statistical-geography/S01006771,Oldmachar East - 04,10
http://statistics.gov.scot/id/statistical-geography/S01006772,Oldmachar East - 05,9
http://statistics.gov.scot/id/statistical-geography/S01006773,Oldmachar East - 06,11
http://statistics.gov.scot/id/statistical-geography/S01006774,Oldmachar East - 07,7
http://statistics.gov.scot/id/statistical-geography/S01006762,Oldmachar West - 01,6
http://statistics.gov.scot/id/statistical-geography/S01006763,Oldmachar West - 02,6
http://statistics.gov.scot/id/statistical-geography/S01006764,Oldmachar West - 03,9
http://statistics.gov.scot/id/statistical-geography/S01006765,Oldmachar West - 04,9
http://statistics.gov.scot/id/statistical-geography/S01006766,Oldmachar West - 05,7
http://statistics.gov.scot/id/statistical-geography/S01006767,Oldmachar West - 06,10
http://statistics.gov.scot/id/statistical-geography/S01011512,Orbiston - 01,4
http://statistics.gov.scot/id/statistical-geography/S01011513,Orbiston - 02,8
http://statistics.gov.scot/id/statistical-geography/S01011514,Orbiston - 03,4
http://statistics.gov.scot/id/statistical-geography/S01011515,Orbiston - 04,4
http://statistics.gov.scot/id/statistical-geography/S01011516,Orbiston - 05,4
http://statistics.gov.scot/id/statistical-geography/S01011517,Orbiston - 06,6
http://statistics.gov.scot/id/statistical-geography/S01011518,Orbiston - 07,7
http://statistics.gov.scot/id/statistical-geography/S01009484,Oriel and Forth,14
http://statistics.gov.scot/id/statistical-geography/S01008234,Ormiston - 01,6
http://statistics.gov.scot/id/statistical-geography/S01008235,Ormiston - 02,8
http://statistics.gov.scot/id/statistical-geography/S01008236,Ormiston - 03,13
http://statistics.gov.scot/id/statistical-geography/S01008237,Ormiston - 04,3
http://statistics.gov.scot/id/statistical-geography/S01009532,Overton,15
http://statistics.gov.scot/id/statistical-geography/S01011357,Overtown - 01,6
http://statistics.gov.scot/id/statistical-geography/S01011358,Overtown - 02,9
http://statistics.gov.scot/id/statistical-geography/S01011359,Overtown - 03,11
http://statistics.gov.scot/id/statistical-geography/S01011360,Overtown - 04,5
http://statistics.gov.scot/id/statistical-geography/S01011361,Overtown - 05,5
http://statistics.gov.scot/id/statistical-geography/S01011362,Overtown - 06,4
http://statistics.gov.scot/id/statistical-geography/S01008529,Oxgangs - 01,10
http://statistics.gov.scot/id/statistical-geography/S01008530,Oxgangs - 02,12
http://statistics.gov.scot/id/statistical-geography/S01008531,Oxgangs - 03,7
http://statistics.gov.scot/id/statistical-geography/S01008532,Oxgangs - 04,11
http://statistics.gov.scot/id/statistical-geography/S01012341,Oxnam and Camptown Area,1
http://statistics.gov.scot/id/statistical-geography/S01012299,Oxton and Area,1
http://statistics.gov.scot/id/statistical-geography/S01012126,Paisley Central - 01,14
http://statistics.gov.scot/id/statistical-geography/S01012127,Paisley Central - 02,17
http://statistics.gov.scot/id/statistical-geography/S01012128,Paisley Central - 03,18
http://statistics.gov.scot/id/statistical-geography/S01012129,Paisley Central - 04,20
http://statistics.gov.scot/id/statistical-geography/S01012130,Paisley Central - 05,15
http://statistics.gov.scot/id/statistical-geography/S01012131,Paisley Central - 06,16
http://statistics.gov.scot/id/statistical-geography/S01012132,Paisley Central - 07,17
http://statistics.gov.scot/id/statistical-geography/S01012133,Paisley Central - 08,12
http://statistics.gov.scot/id/statistical-geography/S01012115,Paisley Dykebar - 01,7
http://statistics.gov.scot/id/statistical-geography/S01012116,Paisley Dykebar - 02,6
http://statistics.gov.scot/id/statistical-geography/S01012117,Paisley Dykebar - 03,3
http://statistics.gov.scot/id/statistical-geography/S01012118,Paisley Dykebar - 04,4
http://statistics.gov.scot/id/statistical-geography/S01012119,Paisley Dykebar - 05,5
http://statistics.gov.scot/id/statistical-geography/S01012120,Paisley East - 01,10
http://statistics.gov.scot/id/statistical-geography/S01012121,Paisley East - 02,13
http://statistics.gov.scot/id/statistical-geography/S01012122,Paisley East - 03,8
http://statistics.gov.scot/id/statistical-geography/S01012123,Paisley East - 04,15
http://statistics.gov.scot/id/statistical-geography/S01012124,Paisley East - 05,14
http://statistics.gov.scot/id/statistical-geography/S01012125,Paisley East - 06,17
http://statistics.gov.scot/id/statistical-geography/S01012063,Paisley Ferguslie - 01,9
http://statistics.gov.scot/id/statistical-geography/S01012064,Paisley Ferguslie - 02,19
http://statistics.gov.scot/id/statistical-geography/S01012065,Paisley Ferguslie - 03,13
http://statistics.gov.scot/id/statistical-geography/S01012066,Paisley Ferguslie - 04,9
http://statistics.gov.scot/id/statistical-geography/S01012067,Paisley Ferguslie - 05,17
http://statistics.gov.scot/id/statistical-geography/S01012068,Paisley Ferguslie - 06,17
http://statistics.gov.scot/id/statistical-geography/S01012069,Paisley Ferguslie - 07,15
http://statistics.gov.scot/id/statistical-geography/S01012081,Paisley Foxbar - 01,5
http://statistics.gov.scot/id/statistical-geography/S01012082,Paisley Foxbar - 02,7
http://statistics.gov.scot/id/statistical-geography/S01012083,Paisley Foxbar - 03,4
http://statistics.gov.scot/id/statistical-geography/S01012084,Paisley Foxbar - 04,2
http://statistics.gov.scot/id/statistical-geography/S01012085,Paisley Foxbar - 05,2
http://statistics.gov.scot/id/statistical-geography/S01012086,Paisley Foxbar - 06,3
http://statistics.gov.scot/id/statistical-geography/S01012087,Paisley Foxbar - 07,4
http://statistics.gov.scot/id/statistical-geography/S01012146,Paisley Gallowhill and Hillington - 01,19
http://statistics.gov.scot/id/statistical-geography/S01012147,Paisley Gallowhill and Hillington - 02,13
http://statistics.gov.scot/id/statistical-geography/S01012148,Paisley Gallowhill and Hillington - 03,14
http://statistics.gov.scot/id/statistical-geography/S01012149,Paisley Gallowhill and Hillington - 04,13
http://statistics.gov.scot/id/statistical-geography/S01012150,Paisley Gallowhill and Hillington - 05,11
http://statistics.gov.scot/id/statistical-geography/S01012151,Paisley Gallowhill and Hillington - 06,6
http://statistics.gov.scot/id/statistical-geography/S01012152,Paisley Gallowhill and Hillington - 07,9
http://statistics.gov.scot/id/statistical-geography/S01012100,Paisley Glenburn East - 01,11
http://statistics.gov.scot/id/statistical-geography/S01012101,Paisley Glenburn East - 02,13
http://statistics.gov.scot/id/statistical-geography/S01012102,Paisley Glenburn East - 03,18
http://statistics.gov.scot/id/statistical-geography/S01012103,Paisley Glenburn East - 04,11
http://statistics.gov.scot/id/statistical-geography/S01012095,Paisley Glenburn West - 01,7
http://statistics.gov.scot/id/statistical-geography/S01012096,Paisley Glenburn West - 02,5
http://statistics.gov.scot/id/statistical-geography/S01012097,Paisley Glenburn West - 03,5
http://statistics.gov.scot/id/statistical-geography/S01012098,Paisley Glenburn West - 04,9
http://statistics.gov.scot/id/statistical-geography/S01012099,Paisley Glenburn West - 05,14
http://statistics.gov.scot/id/statistical-geography/S01012153,Paisley North - 01,18
http://statistics.gov.scot/id/statistical-geography/S01012154,Paisley North - 02,18
http://statistics.gov.scot/id/statistical-geography/S01012155,Paisley North - 03,15
http://statistics.gov.scot/id/statistical-geography/S01012156,Paisley North - 04,18
http://statistics.gov.scot/id/statistical-geography/S01012157,Paisley North - 05,10
http://statistics.gov.scot/id/statistical-geography/S01012158,Paisley North - 06,6
http://statistics.gov.scot/id/statistical-geography/S01012134,Paisley North East - 01,19
http://statistics.gov.scot/id/statistical-geography/S01012135,Paisley North East - 02,20
http://statistics.gov.scot/id/statistical-geography/S01012136,Paisley North East - 03,20
http://statistics.gov.scot/id/statistical-geography/S01012137,Paisley North East - 04,20
http://statistics.gov.scot/id/statistical-geography/S01012138,Paisley North East - 05,20
http://statistics.gov.scot/id/statistical-geography/S01012139,Paisley North East - 06,12
http://statistics.gov.scot/id/statistical-geography/S01012140,Paisley North East - 07,10
http://statistics.gov.scot/id/statistical-geography/S01012070,Paisley North West - 01,18
http://statistics.gov.scot/id/statistical-geography/S01012071,Paisley North West - 02,20
http://statistics.gov.scot/id/statistical-geography/S01012072,Paisley North West - 03,19
http://statistics.gov.scot/id/statistical-geography/S01012073,Paisley North West - 04,10
http://statistics.gov.scot/id/statistical-geography/S01012141,Paisley Ralston - 01,12
http://statistics.gov.scot/id/statistical-geography/S01012142,Paisley Ralston - 02,14
http://statistics.gov.scot/id/statistical-geography/S01012143,Paisley Ralston - 03,10
http://statistics.gov.scot/id/statistical-geography/S01012144,Paisley Ralston - 04,11
http://statistics.gov.scot/id/statistical-geography/S01012145,Paisley Ralston - 05,13
http://statistics.gov.scot/id/statistical-geography/S01012104,Paisley South - 01,13
http://statistics.gov.scot/id/statistical-geography/S01012105,Paisley South - 02,10
http://statistics.gov.scot/id/statistical-geography/S01012106,Paisley South - 03,8
http://statistics.gov.scot/id/statistical-geography/S01012107,Paisley South - 04,10
http://statistics.gov.scot/id/statistical-geography/S01012108,Paisley South East - 01,18
http://statistics.gov.scot/id/statistical-geography/S01012109,Paisley South East - 02,18
http://statistics.gov.scot/id/statistical-geography/S01012110,Paisley South East - 03,19
http://statistics.gov.scot/id/statistical-geography/S01012111,Paisley South East - 04,16
http://statistics.gov.scot/id/statistical-geography/S01012112,Paisley South East - 05,14
http://statistics.gov.scot/id/statistical-geography/S01012113,Paisley South East - 06,11
http://statistics.gov.scot/id/statistical-geography/S01012114,Paisley South East - 07,7
http://statistics.gov.scot/id/statistical-geography/S01012088,Paisley South West - 01,5
http://statistics.gov.scot/id/statistical-geography/S01012089,Paisley South West - 02,4
http://statistics.gov.scot/id/statistical-geography/S01012090,Paisley South West - 03,4
http://statistics.gov.scot/id/statistical-geography/S01012091,Paisley South West - 04,5
http://statistics.gov.scot/id/statistical-geography/S01012092,Paisley South West - 05,5
http://statistics.gov.scot/id/statistical-geography/S01012093,Paisley South West - 06,6
http://statistics.gov.scot/id/statistical-geography/S01012094,Paisley South West - 07,6
http://statistics.gov.scot/id/statistical-geography/S01012074,Paisley West - 01,7
http://statistics.gov.scot/id/statistical-geography/S01012075,Paisley West - 02,4
http://statistics.gov.scot/id/statistical-geography/S01012076,Paisley West - 03,5
http://statistics.gov.scot/id/statistical-geography/S01012077,Paisley West - 04,5
http://statistics.gov.scot/id/statistical-geography/S01012078,Paisley West - 05,5
http://statistics.gov.scot/id/statistical-geography/S01012079,Paisley West - 06,5
http://statistics.gov.scot/id/statistical-geography/S01012080,Paisley West - 07,6
http://statistics.gov.scot/id/statistical-geography/S01010056,Parkhead East and Braidfauld North - 01,17
http://statistics.gov.scot/id/statistical-geography/S01010057,Parkhead East and Braidfauld North - 02,16
http://statistics.gov.scot/id/statistical-geography/S01010058,Parkhead East and Braidfauld North - 03,16
http://statistics.gov.scot/id/statistical-geography/S01010059,Parkhead East and Braidfauld North - 04,16
http://statistics.gov.scot/id/statistical-geography/S01010060,Parkhead East and Braidfauld North - 05,20
http://statistics.gov.scot/id/statistical-geography/S01010049,Parkhead West and Barrowfield - 01,19
http://statistics.gov.scot/id/statistical-geography/S01010050,Parkhead West and Barrowfield - 02,17
http://statistics.gov.scot/id/statistical-geography/S01010051,Parkhead West and Barrowfield - 03,17
http://statistics.gov.scot/id/statistical-geography/S01010052,Parkhead West and Barrowfield - 04,18
http://statistics.gov.scot/id/statistical-geography/S01010053,Parkhead West and Barrowfield - 05,12
